sepal.length,sepal.width,petal.length,petal.width,variety
5.5,2.6,3.9,1.2,I. versicolor
6.4,3,5.5,1.7,I. virginica
6,3.2,4.2,1.5,I. versicolor
5.8,2.8,4.2,0.2,I. versicolor
5.9,2.7,4.7,1.9,I. virginica
5.3,2.7,4.6,0.4,I. versicolor
5.5,2.8,3.7,1.1,I. versicolor
5.2,2.4,0.7,0.1,I. versicolor
5,2.6,3.5,1.2,I. setosa
5.8,2.9,4.5,1.7,I. versicolor
5.2,2.5,0.7,0.8,I. versicolor
6.5,3,4.5,1.7,I. versicolor
5.2,2.6,1.2,0.9,I. versicolor
5.6,2.5,4.4,0.2,I. versicolor
5.5,2.7,4.1,1.6,I. versicolor
5.9,2.5,4.3,1.5,I. versicolor
5.6,2.9,1.7,0.5,I. virginica
5.5,2.4,4.2,1.3,I. versicolor
5.9,3,5.5,2,I. virginica
5.3,2.3,3.6,0.8,I. versicolor
6.3,3.2,4.7,1.7,I. versicolor
6.5,3.2,5.6,2.2,I. virginica
4.6,2.4,3.2,1,I. versicolor
6.2,2.5,4.3,1.3,I. versicolor
5.8,3,4.8,2,I. virginica
6.6,3.5,4.5,1.8,I. versicolor
5.4,2.9,0.9,0.1,I. setosa
6,2.9,5.2,2.2,I. virginica
6.8,3.3,4.6,1.9,I. versicolor
8.1,4.1,7,2.3,I. virginica
5.3,2.7,5.1,2,I. virginica
5.1,2.9,4,0.3,I. versicolor
6.2,2.8,1.3,0.3,I. setosa
6.4,2.8,4.9,1.2,I. versicolor
5.7,2.5,4.4,1.3,I. versicolor
6.5,3.3,5.7,2.1,I. virginica
5.2,2.4,3.4,1.2,I. versicolor
5.3,3.2,4.2,1.6,I. versicolor
7.1,3.5,4.8,2,I. versicolor
5.5,2.8,1.4,2.2,I. virginica
5.5,2.7,3.9,0.3,I. versicolor
6.7,3,5.5,2.1,I. virginica
6.2,2.7,4.7,2.2,I. virginica
5.6,2.6,1.2,1.6,I. versicolor
5.9,2.9,5.2,1.9,I. virginica
5.5,2.3,5.2,1.9,I. virginica
4.8,2.4,3.9,1.4,I. versicolor
7.5,3.6,5.5,2.5,I. virginica
4.3,2,3.1,0.9,I. versicolor
5.9,2.9,4,1.6,I. versicolor
6.1,2.9,5.3,2.2,I. virginica
5,2.5,4.2,1.2,I. versicolor
4.7,1.9,2.8,0.7,I. versicolor
5.6,2.5,1.1,0.1,I. versicolor
5.4,2.4,1.4,2,I. virginica
5.8,2.7,4.8,2,I. virginica
5,2.5,3.7,1.5,I. versicolor
6.8,3.5,5.1,2.2,I. virginica
6.1,2.5,4.9,1.8,I. virginica
5.9,2.6,4.1,1.3,I. versicolor
5.5,3.2,1,0.4,I. setosa
6,2.8,1.1,1.1,I. versicolor
5.4,2.2,1.5,2.2,I. setosa
6.8,2.9,5.3,1.8,I. versicolor
5.2,2.8,0.9,1.4,I. versicolor
5.8,2.9,4.1,1.3,I. versicolor
5.2,2.6,0.9,0.3,I. setosa
4.6,2.3,3.5,1.2,I. versicolor
7.3,3.6,5.9,2,I. virginica
5.8,2.8,4.7,1.8,I. virginica
6,3.2,5,0.4,I. virginica
6.4,3,4.9,1.5,I. versicolor
6.4,3.4,5.1,2.4,I. virginica
5.6,2.6,4.6,1.7,I. virginica
5.8,2.9,4.1,1.3,I. versicolor
6.7,2.9,5.4,1.9,I. versicolor
7.3,3.2,6.8,2,I. virginica
5.3,2.8,1.6,0.5,I. virginica
6.7,3,4.7,1.7,I. versicolor
7.2,3.8,5,2,I. versicolor
6.1,3.1,1,1.5,I. setosa
6.4,3.2,5.6,2.2,I. virginica
5.5,2.5,1.3,0.3,I. setosa
6.7,3.1,5.3,1.9,I. virginica
5.8,2.6,1.6,2.2,I. virginica
6.6,2.8,5.4,2.2,I. virginica
6,2.8,4.3,1.6,I. versicolor
6.5,2.7,5.2,2.3,I. virginica
5.4,2.6,4.3,1.6,I. versicolor
6.9,3.4,6.4,2.3,I. virginica
5.5,2.5,4,1.1,I. versicolor
5.3,3.3,0.8,1.2,I. versicolor
6.4,2.8,5.4,2.1,I. virginica
7,2.9,5.8,1.9,I. virginica
6.2,3.1,1.2,1.6,I. versicolor
6.5,3.3,5.3,2.2,I. virginica
5.6,3.6,1.2,0.3,I. setosa
5.7,3.1,1.6,2.1,I. virginica
5.9,3,4.7,1.6,I. versicolor
5.8,3,1.4,1.8,I. virginica
5,2.3,3.5,1.2,I. versicolor
7.1,3,5,2.2,I. virginica
6.1,2.8,4.9,1.5,I. versicolor
5.8,2.9,4.3,1.4,I. versicolor
5.6,2.5,3.7,0.9,I. versicolor
6.4,3.1,1.4,0.3,I. versicolor
5.5,2.6,3.7,1.1,I. versicolor
6.1,3.3,1.4,1.8,I. versicolor
6.1,3.2,4.3,1.6,I. versicolor
5.5,3.1,1.1,0.4,I. setosa
6.4,3,4.5,1.7,I. versicolor
5.4,2.7,1.1,0.9,I. versicolor
4.8,2.5,3.5,1.5,I. versicolor
5.8,2.8,4,1.3,I. versicolor
5.1,2.3,0.7,1.3,I. setosa
7,3.3,6.1,2.2,I. virginica
6.3,3,5,2.3,I. virginica
6.3,2.7,1.2,1.4,I. versicolor
5.6,2.5,0.9,0.1,I. setosa
6.5,2.8,5.9,2.2,I. virginica
5.7,3.1,5.1,1.6,I. versicolor
6.8,3.4,5.8,2,I. virginica
6.2,2.9,4.4,1.5,I. versicolor
5.5,2.7,0.9,0.2,I. setosa
6.1,2.5,4.6,1.5,I. versicolor
5.3,2.1,4,1.7,I. virginica
6.2,2.9,4.3,1.7,I. versicolor
5.6,2.4,4,1.4,I. versicolor
5.8,2.8,4.7,1.5,I. versicolor
5.5,2.8,1,0.3,I. setosa
5.4,2.8,3.8,1.2,I. versicolor
5.7,2.5,5,1.8,I. virginica
5.7,2.8,0.9,0.3,I. versicolor
5,2.4,0.5,0.7,I. setosa
4.9,2.5,0.7,0.3,I. setosa
6,3,4.2,1.4,I. versicolor
5.6,2.5,4.9,2.1,I. virginica
6.6,3.2,5.1,2.2,I. virginica
5.2,2.4,0.8,0.1,I. setosa
5,2.2,1,0.2,I. setosa
7.1,3.7,5.9,0.4,I. versicolor
6.2,2.5,5.1,1.6,I. virginica
5.1,2.7,3.7,1.3,I. versicolor
4.5,2,3,1.1,I. versicolor
4.8,2,0.5,1.1,I. versicolor
5.9,2.7,4.4,1.6,I. versicolor
6,2.9,4.6,1.6,I. versicolor
6,2.9,5.4,2.1,I. virginica
5.2,2.5,3.5,1.3,I. versicolor
6.2,3.2,5.5,2.1,I. virginica
5.7,2.7,4.3,0.3,I. versicolor
6.4,3.2,1.2,0.4,I. versicolor
6.1,3,5,2.3,I. virginica
5.5,3.3,1.6,0.6,I. setosa
6.1,2.8,4.9,1.9,I. virginica
5.5,3.2,1.4,0.6,I. setosa
5.5,2.2,4.4,0.2,I. virginica
6,3.1,4.9,0.4,I. setosa
6.8,3.1,5,1.9,I. versicolor
6.2,2.4,5.4,2.1,I. virginica
6.2,3,4.5,1.6,I. versicolor
6.3,3.1,5.5,2.1,I. virginica
6.2,2.8,3.3,1.3,I. versicolor
6.9,3.4,5.8,2.3,I. virginica
6.3,2.7,5.5,2.3,I. virginica
5.1,2.6,3.6,1.2,I. versicolor
5,2.3,3.5,0.8,I. versicolor
5.1,2.9,1.6,0.4,I. virginica
5.4,2.4,4.9,1.8,I. virginica
6.3,2.7,6.1,1.9,I. virginica
6,2.4,1.2,1.4,I. versicolor
5.4,2.7,4,1.6,I. virginica
6.3,2.8,5.6,1.9,I. virginica
6.7,3.3,5.2,1.7,I. versicolor
5.5,2.6,1.1,0.2,I. setosa
6.2,2.7,5.2,1.8,I. virginica
5.8,3.2,0.8,1.6,I. setosa
5.6,2.8,0.8,1.6,I. setosa
6.3,3.1,5.1,1.5,I. versicolor
5.2,2.3,3.8,1.4,I. versicolor
6.6,3,5.4,2.1,I. virginica
7,3.3,4.8,1.9,I. versicolor
5.7,2.8,4.3,1.3,I. versicolor
5.2,2.6,5,2,I. virginica
6,2.9,4.2,1.1,I. versicolor
7.4,3.4,6.1,1.9,I. virginica
6.1,3,4.7,1.4,I. versicolor
6,2.8,5.7,1.8,I. virginica
5.7,2.7,4.7,2.1,I. virginica
6,2.4,1.2,1.4,I. versicolor
5.3,2.6,0.8,1,I. versicolor
6.5,3,4.4,1.3,I. versicolor
6.1,2.8,1.3,0.3,I. versicolor
5,2.3,1.1,0.4,I. setosa
6.9,3.2,5.7,2,I. virginica
5.7,2.3,3.6,0.1,I. versicolor
5.4,2.5,1.2,0.3,I. setosa
6.7,3.2,5.3,2.1,I. virginica
6.5,2.9,5,1.8,I. versicolor
6.1,3,5.5,1.8,I. virginica
6.8,3.6,5.4,2.3,I. virginica
5.2,3.3,1,1.5,I. versicolor
5.1,2.6,4.2,1.5,I. versicolor
5.1,2.3,3.6,0.9,I. versicolor
6.3,2.8,5.2,2,I. virginica
7,3.2,5.4,2,I. virginica
5.8,2.6,4.3,0.2,I. versicolor
5.3,2.4,1.3,2.3,I. virginica
4.9,2.3,0.8,0.1,I. setosa
6.1,2.5,1.2,0.2,I. versicolor
5.4,2.2,4.8,1,I. virginica
7.2,3.6,5.8,2,I. virginica
5.3,3,4,1.4,I. versicolor
4.8,2.5,1,0.2,I. versicolor
5.5,2.3,1,0.4,I. setosa
5.5,2.8,1,0.1,I. setosa
5.4,2.7,4.1,1.3,I. versicolor
5.8,3.1,5.9,0.5,I. virginica
6.1,2.6,5.1,2,I. virginica
5.2,2.5,0.6,1.2,I. versicolor
6.3,2.6,1.2,0.2,I. setosa
6.5,3.1,4.8,1.2,I. versicolor
4,1.8,0.4,0.2,I. setosa
6.2,3.1,4.8,1.7,I. versicolor
6.6,3.3,5.4,2.3,I. virginica
6.8,3.3,1.4,1.7,I. setosa
5,2.6,1,1.3,I. versicolor
5.7,3,1,1.4,I. versicolor
5.8,2.9,1.1,0.3,I. setosa
5.4,2.4,4.3,1.4,I. versicolor
5.5,2.6,3.8,1.3,I. versicolor
4.8,2.9,2.9,0.8,I. setosa
5.2,2.3,1.3,1.6,I. virginica
5.4,2.9,1,1.3,I. versicolor
5.3,2.7,4.2,0.2,I. versicolor
6.2,3.1,5,2.1,I. virginica
5.9,2.7,1.3,0.3,I. versicolor
5.7,2.9,1.2,0.4,I. versicolor
5.7,2.7,4.3,1.5,I. versicolor
6.5,3.2,5.3,2,I. virginica
6.4,3,1.7,0.6,I. virginica
6.2,2.8,4.6,1.8,I. virginica
5.5,2.7,4.3,2,I. virginica
6.1,3,4.3,1.6,I. versicolor
6.4,3.1,1.3,1,I. versicolor
5.7,2.6,4.6,2.2,I. virginica
5.6,2.8,1.2,1.5,I. versicolor
7.1,3.2,5.4,2,I. virginica
6.3,3.4,1.2,0.4,I. setosa
5.9,2.8,4.9,2.1,I. virginica
5.4,3.1,1,0.3,I. setosa
6.2,2.9,4.8,1.4,I. versicolor
6.6,3.1,5.2,2.2,I. virginica
6.9,3.2,5.2,2.2,I. virginica
5.4,2.7,3.9,1.4,I. versicolor
6.9,3.6,5.9,2.3,I. virginica
7.1,3.5,4.5,1.6,I. versicolor
6.4,3.1,4.8,1.4,I. versicolor
6,3,1.5,0.2,I. versicolor
5.3,2.4,4.4,1.5,I. versicolor
7.5,3.3,6.6,2.2,I. virginica
6,2.8,5.3,2.4,I. virginica
6.1,2.8,5.2,2,I. virginica
6.6,3,5.3,2.1,I. virginica
5.9,2.9,1.2,0.4,I. setosa
5.1,2.2,3.1,0.7,I. versicolor
5.1,2.4,3.9,1.5,I. versicolor
5.1,2.7,4.3,1.8,I. virginica
4.7,2,3.7,0.7,I. versicolor
6.3,2.9,5.2,1.8,I. virginica
5.7,2.8,4,1.5,I. versicolor
6.3,3,1.5,0.3,I. versicolor
5.4,2.7,1.1,1.3,I. versicolor
5.4,2.5,3.7,1,I. versicolor
5.3,2.6,4.4,1.4,I. versicolor
6.3,2.7,5.6,2,I. virginica
6.9,3.3,4.2,1.6,I. versicolor
6,3,4.8,2.7,I. virginica
5.7,3.1,1.7,0.5,I. virginica
5.8,2.6,4.4,1.6,I. versicolor
6.2,2.9,4.4,1.7,I. versicolor
5.5,2.8,3.9,1.4,I. versicolor
6.6,3.3,5.7,2.3,I. virginica
5.4,3.4,4,1.6,I. versicolor
6.5,3.2,4.7,1.9,I. versicolor
5.2,3,0.9,0.2,I. setosa
5,2.6,1,0.3,I. setosa
7.1,2.8,6,1.8,I. virginica
4.7,2.2,0.7,0.6,I. versicolor
6.1,2.9,1.2,1.7,I. versicolor
5.2,2.5,4.3,1.3,I. versicolor
5.8,3,5.1,2.2,I. virginica
5.7,2.5,3.9,1,I. versicolor
5.6,2.7,4,1.3,I. versicolor
5.1,3,1.5,0.4,I. versicolor
6.3,2.9,4.3,1.5,I. versicolor
5.6,2.4,1,1.4,I. versicolor
5.1,2.8,3.5,1.1,I. versicolor
6,3.1,4.6,1.4,I. setosa
6.5,3,5.3,2.1,I. virginica
8.2,3.8,7,2.2,I. virginica
6.7,3,6.3,2.1,I. virginica
6.5,3.2,6.1,2.5,I. virginica
5,2.5,4.4,1.8,I. virginica
5.5,2.6,3.6,1.5,I. versicolor
5.8,2.9,1.6,2.3,I. virginica
6,3,5.4,1.9,I. virginica
5.9,3,1.1,0.4,I. setosa
7,3.2,4.7,1.7,I. versicolor
4.7,2.2,3.2,1.1,I. versicolor
6.3,3.2,1.3,0.3,I. versicolor
7.8,3.5,6.8,2.1,I. virginica
5.4,2.8,0.9,0.4,I. versicolor
5.2,2.6,5,1.9,I. virginica
5.5,2.6,3.9,0.2,I. versicolor
6,2.9,5.6,2.2,I. virginica
5.6,2.6,4.3,1.5,I. versicolor
6,3.1,4.7,1.7,I. versicolor
6.8,3.6,5.5,2.2,I. virginica
5.1,2.3,1.1,0.3,I. setosa
7,3.1,6.2,2.1,I. virginica
5.3,2.3,1.1,0.1,I. versicolor
5.8,2.8,4.5,1.8,I. virginica
5.5,2.9,4,1.4,I. versicolor
6,2.6,4.7,1.5,I. versicolor
6.1,2.8,4.7,1.9,I. virginica
6.3,3.2,1.3,1.8,I. versicolor
6.3,2.8,5.2,1.9,I. virginica
5.5,2.8,1.2,0.3,I. versicolor
6.1,2.6,4.5,1.2,I. versicolor
5.7,3,0.8,0.2,I. setosa
6.3,3.5,5.4,2.2,I. virginica
5.3,2.8,1.1,0.3,I. setosa
6.6,3.5,6,2.1,I. virginica
5.4,2.3,4,1.2,I. versicolor
6.3,3,4.9,1.7,I. versicolor
6.3,3.1,1.5,0.4,I. setosa
5.4,2.7,0.6,0.2,I. setosa
5.4,2.7,4.3,1.4,I. versicolor
8.1,3.3,7.6,2.2,I. virginica
6.6,2.9,4,1.3,I. versicolor
5.5,2.5,1,1.4,I. setosa
5.6,2.6,4.5,1.9,I. virginica
6.1,3,5.3,2.1,I. virginica
5.8,2.9,1.5,0.4,I. virginica
5.7,2.7,4.7,1.9,I. virginica
7.4,3.4,5.8,2,I. virginica
6.1,2.8,5,2,I. virginica
5.9,2.9,4.5,1.6,I. versicolor
5.2,2.8,1,0.2,I. versicolor
6,2.6,5,2.1,I. virginica
5.8,3.6,4,0.3,I. setosa
6,2.6,1.2,0.3,I. versicolor
6.6,3.5,5.3,2.2,I. virginica
7.1,3.2,5.8,1.9,I. virginica
5.4,2.6,1.2,0.3,I. setosa
5.7,2.9,1.1,0.2,I. setosa
6.8,2.8,5.2,1.9,I. virginica
6.1,2.7,4.5,1.5,I. versicolor
5.1,2.3,3.7,1.3,I. versicolor
6,2.8,4.3,0.3,I. versicolor
8.3,3.6,7.2,2.6,I. virginica
5.8,2.8,1.4,0.2,I. versicolor
5.4,2.8,1.2,0.3,I. setosa
5.9,2.7,4.3,1.2,I. versicolor
5.3,2.5,3.3,1,I. versicolor
6.3,2.8,5,1.9,I. virginica
5.8,2.7,4.2,1.6,I. versicolor
5.5,2.7,1,0.2,I. versicolor
5.9,2.6,3.9,1.2,I. versicolor
8.2,3.6,7.4,2.4,I. virginica
6.4,3,5.2,2.1,I. virginica
4.7,2.9,0.4,0.5,I. setosa
5,2.4,1.1,0.3,I. setosa
5.3,3.2,4.4,0.3,I. versicolor
5.8,2.9,3.9,1.3,I. setosa
6.6,3.3,5.5,2.4,I. virginica
4.5,2,0.4,0.7,I. versicolor
6.4,3,4.4,1.5,I. versicolor
5.4,2.8,1.1,1.6,I. versicolor
5.1,2.7,4.3,2.2,I. virginica
6,2.9,4.1,1.5,I. versicolor
5.6,3,3.9,0.3,I. setosa
6.5,3.4,5.3,2.2,I. virginica
6.4,3,4.8,2,I. virginica
5.8,2.9,5.2,2,I. virginica
5.7,2.6,5.5,1.9,I. virginica
5.5,2.7,4.2,1.2,I. versicolor
5.8,3,4.2,1.8,I. versicolor
6,3,1.3,0.2,I. versicolor
5.9,2.7,4.5,1.4,I. versicolor
5.4,2.7,4,1.4,I. versicolor
6.3,2.9,5.4,2,I. virginica
5.1,2.8,4,1.6,I. versicolor
6.6,3,5.6,2,I. virginica
6.4,3,5,1.8,I. virginica
5,2.3,3,0.9,I. versicolor
5.6,3.1,0.8,0.2,I. versicolor
6,2.6,5.3,1.8,I. virginica
6.3,2.7,5.1,1.7,I. virginica
6.2,3.3,5.5,2,I. virginica
6.1,3.1,5.5,2,I. virginica
5.5,2.6,0.9,0.2,I. setosa
5.3,2.6,4,1.4,I. versicolor
5.8,2.9,1.4,0.5,I. virginica
6.3,3.1,1.2,1.7,I. versicolor
6.3,3,4.8,1.6,I. versicolor
5.8,2.5,3.9,0.9,I. versicolor
5.8,2.9,5,1.8,I. virginica
5.3,2.8,3.3,1.3,I. setosa
5.4,3.1,0.9,0.3,I. setosa
6.5,2.9,5.8,2.7,I. virginica
4.8,2.2,3.2,0.8,I. versicolor
5.8,2.8,5.3,2.2,I. virginica
6.3,2.7,5.1,2.1,I. virginica
6.5,2.9,3.9,1.5,I. versicolor
5.9,2.9,4.2,1.8,I. versicolor
6.1,3,4.9,1.9,I. virginica
6,2.5,4.5,1.6,I. setosa
6.1,2.9,1.3,0.2,I. setosa
6.6,2.8,4.7,1.9,I. virginica
5.9,2.9,4.5,1.5,I. versicolor
5.4,2.8,1.1,0.2,I. versicolor
5.6,2.7,4.9,2.1,I. virginica
6.1,2.7,5.1,1.7,I. virginica
6.6,3.3,5.5,2.1,I. virginica
6.4,3.1,5.3,2.1,I. virginica
5.3,2.7,1.1,0.3,I. setosa
6.3,2.8,1.1,0.3,I. versicolor
5.7,2.9,4.1,1.7,I. versicolor
5.3,3.1,0.8,0.3,I. setosa
5.4,2.6,0.9,0.4,I. setosa
6.9,3.2,5.3,2,I. virginica
6.4,3.3,5.1,2.4,I. virginica
5.4,2.5,0.8,0.2,I. setosa
5.3,2.2,4.3,1.5,I. virginica
5.6,2.7,4.1,1.3,I. versicolor
5.4,2.5,0.7,1.3,I. versicolor
6.4,3.3,5.8,2.1,I. virginica
6.5,2.9,5.7,2.3,I. virginica
5.6,2.8,1,0.3,I. setosa
5.6,2.6,4.2,1.6,I. versicolor
6.2,2.5,4.8,1.8,I. virginica
6.1,3.2,5.1,2.4,I. virginica
5.1,2.5,4.6,1.8,I. virginica
6.4,3.1,4.8,1.7,I. versicolor
4.9,2.8,0.6,0.5,I. setosa
6.5,3.1,5.5,2.3,I. virginica
5.3,2.5,1.3,0.5,I. setosa
6.8,3.1,5.8,2,I. virginica
5.2,2.3,0.5,0.4,I. setosa
5.1,2.6,3.8,1.4,I. versicolor
6.3,2.7,5.5,2.1,I. virginica
6.1,2.8,1.3,0.3,I. versicolor
6.2,2.9,5.1,2,I. virginica
5.5,3.1,0.8,1.1,I. setosa
5.4,2.4,1,1.5,I. versicolor
5.5,2.5,1.3,0.5,I. virginica
5.2,2.5,4.1,1.3,I. versicolor
5,2.7,0.9,0.1,I. setosa
5.2,2.3,0.9,0.1,I. versicolor
5.7,2.8,0.9,0.2,I. versicolor
5.9,2.5,4.5,1.4,I. versicolor
5,2.2,3.1,1.1,I. versicolor
5.5,3.1,4.1,1.6,I. versicolor
5.2,2.2,3.9,1.4,I. virginica
6.3,3.1,5.4,2.1,I. virginica
6.1,3.3,4.9,1.6,I. versicolor
5.6,3.5,1,1.6,I. setosa
6.4,3.1,5.5,2.1,I. virginica
6.4,3,5.6,2,I. virginica
5.8,3.4,0.7,1.3,I. setosa
5.7,2.6,3.4,1.1,I. setosa
4.9,2.6,0.7,0.9,I. versicolor
5.5,2.7,1.2,0.1,I. setosa
5.3,2.5,0.9,0.1,I. setosa
5.7,3,4.2,1.7,I. versicolor
5.7,2.8,4.1,1.5,I. versicolor
6.7,3.5,5.6,2.2,I. virginica
5.7,3.1,1.1,0.1,I. versicolor
5.7,2.5,1.5,2.2,I. virginica
6.2,3,4.8,1.6,I. versicolor
6.1,3.1,1.2,1.7,I. versicolor
5.5,2.8,4,1.4,I. versicolor
6,3,4.7,1.6,I. versicolor
6.3,3,4.1,1.7,I. versicolor
6.7,2.9,5.7,0.6,I. virginica
6.5,3,4.3,1.4,I. versicolor
6.4,3,4.8,1.5,I. versicolor
6.2,3.2,5,2.3,I. virginica
6.6,2.7,1.4,1.6,I. versicolor
6.2,2.8,5,1.8,I. versicolor
5.1,2.3,4,1.2,I. versicolor
5.8,3.2,4.1,0.3,I. versicolor
4.8,3,3.3,0.9,I. versicolor
6.3,3,5.2,2,I. setosa
6.1,3.4,5.7,2.5,I. virginica
5.3,2.4,0.9,0.3,I. setosa
6.2,3,5.3,2.2,I. virginica
5.6,3,4.4,0.3,I. versicolor
7.3,3.4,5.8,2.6,I. virginica
6.5,3.4,4.8,1.9,I. versicolor
5.7,2.8,1,0.2,I. setosa
5.8,2.8,5.4,1.9,I. virginica
5.8,3.1,1.1,1.3,I. versicolor
5.8,3.1,4.7,2.3,I. virginica
6,2.8,4.4,1.6,I. versicolor
6.2,3.1,1.3,1.7,I. versicolor
5.4,3,4.8,1.9,I. virginica
5.2,2.6,3.5,1.2,I. versicolor
5.8,3,1.1,0.2,I. versicolor
5.6,2.7,1,0.3,I. setosa
6,3.9,1.1,0.4,I. setosa
7.2,3.7,6,2.2,I. virginica
5.7,2.7,4.8,1.9,I. virginica
5.5,2.8,5.2,1.9,I. virginica
6.3,3.3,5.8,2.6,I. virginica
7,3.4,2,2.1,I. virginica
6,3,3.9,1.4,I. versicolor
5.2,2.7,0.6,1.1,I. setosa
6.1,3.2,5,2,I. virginica
5.5,2.8,4.1,1.5,I. versicolor
6.3,3.2,5.5,2.2,I. virginica
5.7,2.3,1.1,0.2,I. setosa
6.4,3,4.5,1.5,I. versicolor
5.4,2.3,4.5,1.3,I. versicolor
3.8,1.8,2.3,0.2,I. versicolor
4.9,2.2,0.6,0.7,I. setosa
6.4,2.8,5.5,0.5,I. virginica
5.3,2.3,1,0.1,I. setosa
5.3,2.2,4.1,0.3,I. versicolor
5.6,2.6,1.1,0.3,I. setosa
5.2,2.3,1.4,1.8,I. virginica
6.5,3.2,4.6,1.8,I. versicolor
5.2,2.8,3.4,1.4,I. versicolor
4.4,2.4,0.4,1.1,I. setosa
6.1,3.1,4.3,1.7,I. versicolor
5.6,2.2,1.2,0.4,I. setosa
5.6,2.4,4.4,1.5,I. versicolor
5.2,2.6,1.1,0.4,I. versicolor
5.2,2.7,4.7,1.9,I. virginica
6.1,3,5.4,1.8,I. virginica
6.4,3.2,5.5,2.2,I. virginica
5.6,2.6,4.2,2,I. virginica
5.7,3.1,3.9,1.5,I. versicolor
5.8,2.8,5,2.4,I. virginica
4.9,2.4,3.4,1.2,I. versicolor
5.2,3,0.7,0.9,I. setosa
6.2,3,5.4,2,I. virginica
5.8,2.7,4.8,1.2,I. versicolor
5.8,2.6,4.4,1.5,I. versicolor
6.9,2.9,6.3,1.6,I. virginica
6.1,2.6,4.2,1.3,I. versicolor
6,2.9,5.2,2,I. virginica
5,2.8,0.8,0.3,I. setosa
5.8,2.7,4.4,1.4,I. versicolor
6.1,2.9,4.3,1.3,I. versicolor
6,2.9,4.8,2,I. versicolor
4.6,2.1,0.5,0.4,I. setosa
5.8,2.6,1,0.3,I. setosa
5.6,2.5,4.3,1.9,I. virginica
8.3,3.5,7.4,2.4,I. virginica
5.3,2.9,0.8,0.3,I. setosa
6.2,2.7,5.4,2.2,I. virginica
7.3,3.2,5.7,2.4,I. virginica
5.8,2.4,3.9,1.7,I. versicolor
6.3,2.6,5.6,2.4,I. virginica
5.6,2.5,4.1,1.1,I. versicolor
6.2,3.4,5.7,2.3,I. virginica
6.2,2.6,4.4,1.4,I. versicolor
5.3,2.9,0.8,0.2,I. setosa
6.6,2.9,5.8,2,I. virginica
5.6,3.1,1,0.3,I. setosa
6.4,2.8,5.2,2,I. virginica
6.7,3.3,5.4,2.1,I. virginica
6.6,3.1,5.4,1.9,I. versicolor
6.8,2.9,4,1.7,I. versicolor
5.6,2.9,3.9,1.1,I. versicolor
5.6,3.2,0.8,1.2,I. versicolor
5.4,3,0.8,1.1,I. versicolor
6.5,3.3,5.1,2,I. virginica
7.5,3.4,6.4,2,I. virginica
6,2.8,5.5,1.9,I. virginica
7,3.1,4.4,1.6,I. versicolor
5.5,2.5,1,0.1,I. versicolor
6.3,3.4,1.5,2,I. versicolor
6.4,2.7,1.3,1.7,I. versicolor
5.8,2.6,1.4,1.8,I. versicolor
6.3,3,5.3,2,I. virginica
5.3,2.3,4.6,2,I. virginica
5.3,2.5,4.1,0.1,I. versicolor
6.6,3.2,5.4,2,I. virginica
6.1,2.9,4.3,1.3,I. versicolor
5.4,2.6,3.4,0.7,I. versicolor
8.5,3.6,7.4,2.2,I. virginica
6.1,2.8,1.3,0.3,I. versicolor
5.3,2.3,3.4,1,I. versicolor
5,2.5,3.5,1.3,I. versicolor
5.1,2.9,1.2,0.3,I. setosa
6.4,3,5.1,2.1,I. virginica
5.7,2.9,4,1.7,I. versicolor
6.7,3.1,4.7,1.5,I. versicolor
6.2,2.9,4.9,1.5,I. versicolor
7.8,3.3,7,2.3,I. virginica
5.4,2.4,3.8,1.1,I. versicolor
5.6,2.6,4.3,1.7,I. virginica
6.4,3.4,4.7,1.8,I. versicolor
4.9,2.2,3.6,1.4,I. versicolor
5.8,2.8,4.8,2.1,I. virginica
5.3,2.6,1,1.4,I. versicolor
4.9,2.1,3.2,0.7,I. versicolor
6.7,3.4,5.3,2.2,I. virginica
5.4,2.3,4,0.8,I. versicolor
5.9,3.2,1.3,2,I. versicolor
5.8,3,1.2,0.2,I. versicolor
6.6,3.2,4.6,1.5,I. versicolor
6.5,3.1,4.9,1.7,I. versicolor
7.2,3.6,6.1,2.3,I. virginica
7.3,3.2,6.2,2.1,I. virginica
6.3,2.6,4.6,1.5,I. versicolor
6.6,3.1,5.4,2.4,I. virginica
5.2,2.3,1.3,0.3,I. versicolor
5,2.5,4.1,1.4,I. versicolor
5.4,2.7,0.9,1,I. setosa
5.7,2.9,1.9,2.3,I. virginica
4.9,2.8,0.8,0.4,I. setosa
5.7,2.7,4.1,1.3,I. versicolor
6.6,3.1,5.7,2.1,I. virginica
6.3,2.7,5,1.6,I. virginica
6.5,3.1,5.5,1.7,I. virginica
5.9,2.8,4.2,2.4,I. virginica
7.4,3.1,6.1,1.9,I. virginica
5,2.5,3.8,0.2,I. versicolor
5.2,2.6,0.6,0.2,I. setosa
5,3.1,0.8,0.2,I. setosa
6.8,3.1,6.4,2.3,I. virginica
6.4,2.5,4.8,1.5,I. versicolor
6.2,2.7,4.4,0.2,I. versicolor
6.5,3.5,4.7,1.8,I. versicolor
5.9,3,5,2,I. virginica
5.9,2.6,4.4,1.3,I. versicolor
5.5,2.7,1,0.2,I. versicolor
5.2,2.6,3.7,1.5,I. versicolor
6.7,3.5,5.3,1.7,I. versicolor
6,2.6,4.6,1.3,I. versicolor
5.6,3,4.9,2.2,I. virginica
